,class,complain
813,Minor,The defendant recruited two minor victims through social media sites after promising them he would help the victims become models The defendant would then pick them up force the victims to have sex with him and take sexually suggestive photographs of the victims to post as advertisements online From there the defendant forced the victims to engage in commercial sex acts and would beat the victims once with a towel rack or starve them if they were not working at his standards The defendant also provided the victims with alcohol and marijuana 
215,Notrelated,1 Manipulative environment I was apart of Paramit for several years and throughout the entirety of my duration I have contributed so much to the company In the recent years Paramit has become short staffed read other reviews to see why those who value their mental health left and has thus asked its current employees to step up and take over more responsibilities often times forcing many of its workers to work overtime Yes a company cant FORCE you to work overtime but if you dont work overtime they passively aggressively comment about your progress the next work day for falling behind on assignments They internalize you declining to work over time and hold this against you for a LONG time because you refused their request more like demand to work overtime Working overtime should be MY choice and I should NOT be punished for only working 40 HOURS if I choose to Other people have families dependents situations outside of work that requires their attention They should not be allowed to hold the inability to work overtime EVERY WEEK over our heads 2 Dismal Opportunities to Raise Salary Dont even bother trying to get a raise at this company They LOVE taking advantage of unaware foreign employees by paying them such laughable wages The amount of work they force upon you because theyre short staffed and cant seem to find new employees to stay long enough is NOT worth the pathetic pay When I worked here I played a very large role in my department to maintain customer satisfaction and constantly exhausted myself to ensure the quality of my work After recognizing that the amount of responsibilities I had at that time versus from when I first started had grown exponentially as did my skill set human capital and self worth I requested for a raise only to be met with a raise of MERE CENTS This was a wake up call for me This was how much I was worth to them If you are a current employee I recommend you to search online for the average salary of your line of work to see how much you actually are worth and find a different place that sees you for what youre skills and experience Im glad I did This company obviously doesnt value its employees evident in the narrow career growth opportunities 3 TERRIBLE MANAGEMENT There is such clear favoritism in this work place to the point of ostensible discrimination If you arent a certain ethnicity good luck with getting treated with respect There was a point in time where the manager tried to BAN THE USAGE OF FOREIGN LANGUAGES This is America and I am protected under the 1st Amendment of the US CONSTITUTION to SPEAK HOWEVER I WANT IN WHATEVER DIALECT I want Even if I was not apart of the majority ethnic group that action alone was already very questionable The fact that they tried to strip away certain GUARANTEED rights should already be an indicative red flag if you havent spotted any in my earlier points Thankfully HR was able to prevent an unconstitutional demand but that could have prompted legal action so if you are a current employee and this happens to you take action against this immediately Know your rights The toxicity of this place is enough to make anyone miserable Not only is management very unorganized and run poorly but they also have the tendency to take their anger out on their employees They REALLY make the effort to belittle you if you make a mistake and treat you with such blatant disrespect No I am not 3 years old No I do not need you to talk to me in a condescending voice Theres a difference between constructive criticism and insulting employees The amount of sheer disrespect I have experienced by the management here is honestly shocking and disgusting
1004,Minor,The defendant forced a minor to engage in commercial sex acts 
1434,Adult,The defendant transported a victim with the intent to engage in commercial sex acts 
1224,Adult,Omar Portee and others from the prison gang United Blood Nation were arrested on a variety of charges including murder drugs racketeering and prostitution 
933,Minor,The defendants trafficked two runaway victims a fifteen and seventeen year old and forced them to engage in commercial sex acts The defendants also forced the victims to get their nicknames tattooed on their bodies and frequently gave the victims illicit drugs The defendants were both members of the Fresno Bulldog gang
253,Notrelated,rude and unresponsive managers you will not be scheduled unless you are top seller no one will tell you if you are doing something wrong but they will treat you as if you are incompetent expectations are unreal
308,Labor,Then out of nowhere they made us hand over our passports and introduced us to our duties I was told I was going to be the dishwasher and the others cleaners We were going to box in the day and clean up after the three families in the morning and evening They showed us our room It was the garage There were three bunk beds and no heating and it was the start of winterI wondered what was going on but I couldnt speak English too well and knew nothing about Australia I had no money and no passport We boxed and worked but didnt get paid so I couldnt send any money home
698,Minor,The defendants were part of the Taliban street gang that trafficked minor victims to engage in commercial sex acts 
881,Minor,The defendants smuggled women into the US from Mexico and proceeded to force them to be prostitutes They did this through violence sexual assault threats towards their family threats of deportation threats of violence and imprisonment 
553,Minor,Wilmer Martin Flores was indicted on November 4 2002 and later pleaded guilty onSeptember 25 2003 to charges including conspiracies to transport both a minor and an adult for the purposes of illegal sexual activity Flores was the purported leader of a group including two other men and a woman who traveled interstate with the thirteenyearold niece of Bottom Girl and had the minor child and the female defendant engage in prostitution for moneyThe three other conspirators were similarly charged and previously pleaded guilty The local US Attorneys Office prosecuted this case in consultation with the Child Exploitation and Obscenity Section httpswwwjusticegovsitesdefaultfilesaglegacy20060424050104agreporttocongresstvprav10pdf
637,Minor,Investigators found 14 victims under the age of 18 the defendant was involved in child exploitation and child pornography and paying for sex with one of the minors 
3,Notrelated,I have nothing bad to report
751,Minor,The defendants were drug dealers who sold a mixture of heroin to the four victims Once the victims were indebted the defendants forced the victims to engage in commercial sex acts and give them their earnings The defendants photographed the victims and advertised them on backpage The defendants frequently threatened the victims with guns and at one point chocked one of the victims 
1209,Adult,Defendants smuggled illegal alien from Mexico to home in Greenville where they forced her to perform labor and household services  They used physical and sexual abuse
178,Notrelated,low pay and no room for growth People who worked here for years still gets paid little to nothing unorganized lack of communications loud foreign languages everyday lack of necessary tools and supplies will not get any better I can tell this company has zero intention to make necessary changes to make both employees and customers happy
122,Notrelated,They pretend to be Christian based company but a lot of people who work there are very rude My manager was horrible He walks around without speaking and just sits on his butt
512,Minor,The defendant transported a sixteenyearold girl and three other adult females in Oregon Nevada California and Arizona for the purpose of engaging in commercial sex acts Defendant severely beat the minor female
996,Minor,The defendants a married couple forced a 16 year old minor to engage in commercial sex acts which were advertised on Backpage and would meet the clients at a local motel in Fayetteville
673,Minor,The defendant forced a minor to engage in commercial sex acts
1423,Adult,The defendants enticed and coerced the two victims into preforming sex acts The defendants arranged sexual encounters through Craigslist and then drove the victims to hotels around Utah while taking a share of the profits 
1261,Adult,The defendant was a pimp for the St Petersburg Street Gang 8Hype The defendant managed several prostitutes and forced them to engage commercial sex acts 
1299,Adult,Defendants conspired to and operated an Internetbased prostitution business under the name Dream Girls Inc Richard Costanzo recruited adult and minor females for an escort business He made the females sign a contract stating they would only engage in nude and lingerie modeling massages and companionship In reality the victims were forced to perform commercial sex acts for the majority of their clients The defendants transported the girls to and from Nebraska and Iowa to perform the sex acts
1198,Adult,Gerardo Salazar went to Mexico would convince women and girls to come to the United States with promises of love and a better life He then would turn them into sex slaves and force them to prostitute themselves at Maria Bonita Cantina He beat and raped them and threatened to harm their families if they didnt do what he said 
903,Minor,If you are the application owner check the logs for more information
408,Labor,Defendants recruited women and girls from Mexico with the promise of restaurant jobs and then prostituted them until they paid back double their smuggling fee When the girls were underage they had to buy fake IDs and try to make themselves appear older before the restaurant owners and pimps would give them jobs If they disobeyed they were beaten and threatened with the safety of their families back home 
454,Minor,The defendant attempted to recruit entice and obtain an individual who had not yet attained 18 years in an attempt to cause the individual to engage in commercial sex acts  
1335,Adult,Defendants recruited women and girls from Mexico with the promise of restaurant jobs and then prostituted them until they paid back double their smuggling fee When the girls were underage they had to buy fake IDs and try to make themselves appear older before the restaurant owners and pimps would give them jobs If they disobeyed they were beaten and threatened with the safety of their families back home 
286,Notrelated,favoritism late lunches and breaks
1429,Adult,The defendant recruited several Charlotte area victims some minors to work as prostitutes promising them inclusion and a family The defendant then advertised the victims online and forced them to engage in commercial sex acts The defendant kidnapped one of the victims and then brutally beat her after calling the police He accomplished this through forcing the victim into his trunk handcuffing and binding the victim and then continuing to beat her Finally the defendant forced the victim under cold water and forced her to stay there overnight The defendant also intimidated two witnesses into submitting false evidence during the trial 
537,Minor,The defendant forced three minors to engage in commercial sex acts 
1206,Adult,The defendants a brothersister duo coerced two victims into engaging in commercial sex trafficking They frequently used force and would threaten the victims with razor blades and knives The defendants also punched the victims hit their toes with a hammer strangled them and kicked them They also utilized torture and burned one of the victims including touching her with lit cigarettes and using a lighter and hair spray as a homemade flame thrower to ignite household chemicals poured on the victim As a further form of control the defendants also confiscated food stamp identification cards to control the victims food and drink they frequently gave the victims ecstasy so that their mood would be stabilized and they would engage in commercial sex acts without fighting it and they withheld necessary medical treatment One of the victims was mentally disabled and the defendants on at least one occasion threatened to kill her The defendants also made videos of the victims dancing in the nude and threatened to post them on the internet The victims were forced to engage in commercial sex acts at various hotels and strip clubs in the St Louis area
687,Minor,The defendant was arrested after contacting an undercover federal agent and agreeing to engage in commercial sex with a minor
377,Labor,The defendant forced eleven victims to work as housekeepers for families without getting paid The defendant also charged the victims for housing and expenses 
1033,Minor,Defendants offered a 17yearold West African girl who had been abandoned by her relatives and left to fend for herself a place to stay at Thompsons condominium in the Buckhead area of Atlanta  After the girl moved in they forced her to engage in prostitution placing advertisements for the girl on Backpagecom soliciting men to have sex with the girl at the condo or at a place the customer chose  Defendants were charged with two additional counts of inducing women to travel interstate to engage in prostitution one from Washington and one from Alabama
891,Minor,Defendants kidnapped a teenage girl from Buffalo NY after meeting her at a birthday party and becoming infatuated with her The two offered her a ride to school then took her across the country to Indiana where they held her in Fort Wayne and Logansport for months She was forced to cook take care of Sullivans children and do housework She was consistently sexually abused by Soe Charges were dismissed by the federal government The decision came according to records from New Yorks western federal court district after the prosecution reached a resolution with the alleged victim and her family that would allow the teenager to avoid testifying about what happened In exchange Soe agreed to plead guilty in Buffalos City Court to a harassment charge that entails no jail time Sullivan was cleared of any wrongdoing
666,Minor,The defendant forced three minor victims to engage in commercial sex acts 
900,Minor,The defendants forced a minor victim to engage in commercial sex acts 
271,Notrelated,Very disorganized and lack of direction huge turnover in all departments almost everyone I know is looking to get out stressful due to the lack of leadership no loyalty whatsoever for long term employees Also unless youre a director and above you probably wont get promoted until youve slaved away for 2 years aka slow to promote for most people They think theyre being innovative but theyre old school and the only thing saving the brand is that they have a lot of loyal old customers legacy brand People can get pretty nasty to meet their bonus goals Overall I left because I did not see a career growth at Clinique
107,Notrelated,late hours limited vacation timenan
67,Notrelated,There is many weeks that there will not be work As a lighting technician they would not get the thing that I need do my job as best as possible
814,Minor,The defendant forced two minor victims fifteen and sixteen years old to engage in commercial sex acts The defendant preyed on two victims that were in the foster care system and had previously been trafficked by another pimp 
365,Labor,The defendants lured foreign nationals to the United States with promise of work in a major visa and laborcontracting scheme under the legitimate business front company Giant Labor Solutions  Victims worked  in hotels and businesses throughout 14 different states in the US  To obtain their labor and services defendants seriously harmed and threatened to seriously harm victims  Defendants also threatened to cancel the immigration status of individuals who refused to work where defendants assigned them and said they would assess a 5000 fee  The enterprise profited by keeping a portion of each foreign national workers wage not paying them for all hours worked failing to pay overtime and fraudulently retaining all payroll taxes  The enterprise charged the foreign nationals additional fees including transportation fees for driving the workers between the assigned work location and their apartments and for driving the foreign nationals even against their will to other locations in the US to work The enterprise also charged uniform fees miscellaneous and unexplained fees and fees to petition for extensions on the foreign national workers visas  The enterprise further profited by requiring the foreign national workers to reside in apartments it exclusively secured and controlled for which it charged exorbitant rents  The enterprise further controlled the foreign national workers in the Kansas City area by not allowing them to receive mail 
607,Minor,Defendants knowingly conspired to recruit entice harbor transport and obtain by any means necessary a female who had not yet attained 18 years of age with the intent to force her to engage in commercial sex acts in an interstate prostitution scheme  The underaged female was transported to several different states including California Washington and Oregon for the purpose of providing prostitution services Including one minor under the control of Deonte Santos in the related case listed
223,Notrelated,Pay is on low side of average Smallish company with bad HR habits forced shutdowns during XmasNew Year with little 12 weeks notice cannot make plans Review process barely controlled in timing and Budgets tight  due to business or other investments Custom ERPMRP systems which are dated
338,Labor,Defendants held 39 Filipino nationals in forced labor by by threatening to have them arrested and deported if they did not comply with demands Defendants confiscated the victims passports upon arrival to Florida provided them with substandard housing and minimal food and forced them to work at country clubs and hotels with little to no pay The victims were prevented from leaving the premises without permission and an escort
1380,Adult,The defendant ran a prostitution business and acted as a pimp for several victims He would frequently utilize violence to ensure the victims would not try to leave the business The defendant also worked with several other pimps in different states to coordinate jobs The ages of about two dozen victims ranged from 13 to 18 and they would be frequently traded between the pimps forming a prostitution network built on a loose affiliation between nineteen traffickers
79,Notrelated,No problem for meI ready for new oppurtunity
787,Minor,The defendant The defendant forced two minor victims to engage in commercial sex acts after posting advertisements online 
1068,Minor,While at the Sturgis Motorcycle Rally the defendant contacted an undercover federal agent and agreed to engage in commercial sex acts with a fourteen year old minor Upon arriving to the agreed upon spot the defendant was arrested 
157,Notrelated,Micro management and zero respect for work life balance
1360,Adult,The defendants pretended to be a wealthy businessman in an effort to lure the victims and meet them They also posted an advertisement for an upscale escort service to lure the victims Once they met the victims they would develop a relationship they promised them work as only an escort promised to financially care for the victim promised to help the foreign victims countries not named obtain legal citizenship The defendants then forced the women to engage in commercial sex acts and confiscated all of the proceeds The defendants would frequently beat the victims or threaten to send pornography made of the victims to their families if they left 
1184,Adult,The defendants all Korean Nationals ran a place of prostitution under the guise of a tanning and massage parlor known as Soft Hands Massage  Spa and later known as Sedona Tanning Salon  The victims were Korean nationals 
621,Minor,The defendants brought the victim 18 years old to a bachelor party at a Manhattan hotel for 200 The defendants then offered to bring another victim a minor to the party as well However the party was a police sting and the defendants were then arrested The defendants were also prosecuted on the possession of and intention to distribute cocaine ecstasy and marijuana During the trial one of the victims stated she had met Leitzsey at the age of 14 and started engaging in commercial sex acts at the age of 16 when he threatened her and used force The defendant also exchanged narcotics with undercover detectives on several occasions and once told a female undercover detective that he ran a brothel upstairs and needed girls like her to work for him
281,Notrelated,You get paid minimum wage get lied to about raises and promotions on a constant basis for no apparent reason theres an ever increasing gap in communication between retail and corporate the CEO feels the need to walk into your store unannounced to yell at you about random things he wants to change theres no flexibility in scheduling whatsoever they understaff stores and force people to work two per shift no matter how heavy traffic can be
709,Minor,The defendant engaged in commercial sex acts with a fifteenyearold runaway victim
1035,Minor,The defendant responded to an online advertisement of commercial sex by a fifteenyearold posted by an undercover federal agent Upon arrival at the prearranged meeting the defendant was arrested
5,Notrelated,Corporate Operations team in NYC region is dishonest
58,Notrelated,They are particular about the wrong things The uniform u are required to wear is humiliating The cleaning staff and janitors work just as hard as everyone else and are treated like they are nothing
300,Labor,I was forced to work 18 hours a day making dresses that were being sold for 200 department stores When all the workers in the factory got to go home I had to clean the factory I was forced to sleep at the factory in a storage room and I had to share a single mattress with another victim The other workers in the factory were able to come and go at the end of their shift I was forbidden to talk to anyone or from putting one step outside of the factory I worked hard and I was always hungry I was given only one meal a day and I had 10 minutes to eat If I took longer I was punished After only a few weeks of being there one of my coworkers started suspecting that something was not right She had realized that I was always there in the morning when she got there and was working at night after everybody left She gave me her phone number on a piece of paper and told me that if I needed help I could call herI was so afraid I didnt really trust anybody My trafficker told me that if I ever go to the police they wouldnt believe me She said that she knew where my children and my mother lived and that I wouldnt want them to pay the consequences This went on for 40 days but I tell you it felt like 40 years I thought I was going to die I thought I would never see my children again I was sick with worry about how my children were in Mexico and how they didnt know what happened to meAfter weeks of begging my trafficker to let me go to church she finally let me go The moment I set foot outside the factory I decided not to go back I went to a pay phone to call my coworker but I didnt know how the pay phone worked After a while someone walked by and I asked him if he spoke Spanish and he did He helped me dial the phone number and my coworker came and picked me up and took me to a restaurant
42,Notrelated,Terrible training Unreliable and nonexistent management Employee discount is barely worth anything to be honest unless youre not into going to concerts and live areas during certain seasons The discount isnt always available for this to be a large company its unusual
1277,Adult,The defendants recruited enticed harbored and maintained 2 individuals one who was an illegal alien by use of force and threats with the intention of causing the individual to engage in commercial sex acts for the defendants own private financial gain One of the defendants Tian was also a victim     
503,Minor,The defendant recruited and forced 4 year old girl into prostitution  The defendant forced the minor to engage in sexually explicit conduct for the purpose of photographing and producing visual depictions of these explicit acts including numerous digital movie files  
849,Minor,Members of the organization known as the Oceanside Crips a division of the nation wide street gang known as the Crips engaged in a variety of illegal activities including the trafficking of women both under and above the age of eighteen  Along with 38 individuals one LLC was indicted
1084,Minor,The defendant ran a prostitution business and acted as a pimp for several victims He would frequently utilize violence to ensure the victims would not try to leave the business The defendant also worked with several other pimps in different states to coordinate jobs The ages of about two dozen victims ranged from 13 to 18 and they would be frequently traded between the pimps forming a prostitution network built on a loose affiliation between nineteen traffickers
1372,Adult,The defendant forced two victims to engage in commercial sex trafficking after posting advertisements online The defendant forced the victims to give a portion of the earnings to him 
874,Minor,The defendant met at least one of the victims a 16 year old at a party He then called the victims mother and said he was a Christian who had rescued the victim from a bad place He then took the victim to Iowa where he had sex with her numerous times After that they traveled to Texas where he forced her to work as a prostitute in a brothel by the name of Miss Lees They then moved to South Carolina where the victim was forced to work as stripper at the Masters Gentelmans Club The victim reported that she was forced to preform oral sex for costumer and any earnings were turned over to the defendant 
545,Minor,Husband and wife team The defendants trafficked two minor victims and forced them to engage in commercial sex acts 
1389,Adult,The defendant was a pimp to two victims and forced them to engage in commercial sex acts The defendant became angry when one of the victims could not access her hotel room to engage with a john and began to beat up the victim including punching smacking and stomping on the victim Eventually the injuries were so brutal that the victim was murdered 
345,Labor,Lakireddy Bali Reddy the largest and wealthiest landowner in Berkeley was indicted after trafficking over 200 Indians to work as laborers and personal sex slaves over the course of 13 years This was discovered when one of his four underage sex slaves died He was sentenced to 8 years in prison with 3 years of supervised release and 2000000 restitution 
1001,Minor,Mark Fetter pimped an underage girl from a Toledo hotel room His brother and mom are charged with witness tampering and obstruction of justice 
634,Minor,The defendant smuggled victims from South Korea to the US and forced some of the victims to work in massage parlors and as prostitutes 
449,Minor,Defendants knowingly conspired to recruit entice harbor transport and obtain by any means necessary a female who had not yet attained 18 years of age with the intent to force her to engage in commercial sex acts in an interstate prostitution scheme  The underaged female was transported to several different states including California Washington and Oregon for the purpose of providing prostitution services Including one minor under the control of Deonte Santos in the related case listed
316,Labor,Defendants brought two thenteenage girls age 14 and age 17 to the United States from Cameroon Defendants told the girls and their families that in exchange for performing light housework the girls would have the opportunity to attend school in the United States Once here defendants used threats and physical violence including sexual abuse to force the victims to work long days as domestic servants and nannies The defendants also controlled and manipulated the girls by threatening to deport them The victims received no compensation and were not permitted to attend school
754,Minor,The defendant forced two minors thirteen and seventeen years old to engage in commercial sex acts The defendant would hide under the bed while the victims engaged in commercial sex acts 
856,Minor,Defendants prostituted girls as young as 12 yearsold by enticing victims with promises of a lavish lifestyle Physical violence rape and psychological techniques were used to keep the victims obedient Victims were sold online and moved out of state for sale in other cities
268,Notrelated,Too bad they do not apply those core values to their employees This company grew too fast for how it is currently ran 0 worklife balance your schedule will change sometimes the day of your shift which is illegal They employ a lot of twentysomethings at head office with no retail sales management or leadship experience If you are a mind reader then this is the right company for you Everything needs to be done yesterday so if you like to timemanage or prioritize dont work here and everyone is more concerned with the chain of command than actually accomplishing something You will get emails about the same thing from 5 or more people all CCing each other in their email anyway and this is where it gets really messy because there are so many people with their hands in the pot it will make your head spin Their business reporting system is slower than molases in January you will have to go through 5 screens to get the information you need and their POS system is way more complicated than it needs to be and also very slow Their HR recruits for talent from headquarters and leaves you to do all the paper work filing etc If you want to know how much youll be making you can only discuss with HR dont ask your hiring manager They hirefire faster than most people change underwear and with no feedback reason opportunity to show improvement or disciplinary recourse If you want to bring your lunch to work only bring cold food as there are no microwaves provided for employees so as not to interfere with the scent of the store fragrance It is truly a shame as this brandcompany has so much potential
877,Minor,The defendants were members of a child exploitation enterprise that prostituted underaged girls  The defendants recruited no less than 6 underaged girls and caused them to engage in commercial sex acts  The 6 female victims were prostituted in the state of Virginia Florida Georgia and South Carolina  The website Backpagecom was used to advertise the services of the underaged girls which would take place at various motels within the abovementioned states  Female codefendant redacted acted as Bottom Girl
963,Minor,The defendant was a pimp who forced at least four victims to engage in commercial sex trafficking The defendant met one of the minor victims and then convinced her to move to Chicago with him and be his girlfriend Upon moving to Chicago the defendant forced the victim to engage in commercial sex trafficking The defendant frequently used violence and threats to kill the victims to maintain control including beating one of the victims to where their eye swelled shut The victims were advertised online and were instructed to have sex with customers in the defendants apartment and in motels throughout the area
145,Notrelated,Communication doesnt happen easily You have to chase down pay on a regular basis TERRIBLE BENEFITS No PTO family health insurance cost more that you get paidnan
57,Notrelated,As a manager you have various duties that you have to complete every day Multiple calloffs happen every day or every other day and you are expected to help work those shifts With a limited oncall sheet most employees get worked for at least 50 hours a week meaning they arent going to come in on their day off if someone else calls off At least once a week I had to work the jobs of three different people on one shift all while still having to complete my management duties If youre there youre able to get pulled to do whatever they need even if youre not the only manager on Its super stressful to feel like youre never doing enough especially when youre putting in 5060 hours per week with no guaranteed days off
870,Minor,The defendant an aspiring rapper used flyers Facebook pages and YouTube videos to promote his criminal activities and recruit girls The defendant met the victim in a KMart while the victims was shopping and gave the victim a flyer and told her to call him if she wanted to make some money The victim ran away from home after an argument and called the defendant The victim was then taken to a hotel where they took sexually explicit photographs of the victim and posted them on the website backpage The cost ranged from 80200 and the defendant kept all of the money The defendant provided the victim with food shelter marijuana and alcohol The defendant and the mother of his child who was also a victim of sex trafficking got into an argument where the defendant hit her with his fist and proceeded to choke her When the womans sister arrived in the middle of the fight the defendant grabbed the four month old child and began to choke the child by squeezing the child between his arm and chest The sister stabbed the defendant to afford enough time to get away
632,Minor,Defendant ran a multistate prostitution scheme involving both adult and minor females who were forced to engage in commercial sex acts at truck and highway rest stops
427,Minor,The defendants knowingly recruited enticed harbored transported and maintained by any means a female minor in order to force the victim to engage in commercial sex acts  Advertisements containing pictures of the minor in lingerie were posted on the internet namely on backpagecom with the intent to promote the prostitution of the minor  While delivering the minor to a customers home found through the internet a neighbor contacted the police who soon intervened  
276,Notrelated,Expensive benefits Gossip Lacking clear cut job responsibilities Optional Personal Favors Not So Optional Blatant disregard for professional conduct behind the scenes among coworkers Design personal advancement program for promotions and upward mobility
1251,Adult,The defendants pimped a 16 year old and a bipolar 19 year old who they had held at gunpoint and handcuffed to a bed One of the defendants was also a prostitute working for Gibson 
497,Minor,Defendants conspired to recruit entice harbor transport and maintain by any means an underaged female who had only attained 15 years of age with the knowledge that the minor would be forces to engage in commercial sex acts  
1276,Adult,Defendants who were alleged members of the DA MOB gang forced both minor and adult females to engage in prostitution by means of force and threats of force  The defendants photographed a minor and placed advertisements for her services as a prostitute on the website Atlanta Backpage  The minor was made to ingest marijuana and alcohol while engaging in prostitution  This case is related to USA v Hill et al and Fabian Terran Murray is a party in both cases
728,Minor,Defendants kidnapped an underaged female and transported her across state lines for the purpose of prostitution  Through means of force threats of serious harm and restraint the defendants forced the minor to perform acts commercial sex acts 
384,Labor,Defendants committed conspiracy to commit forced labor involving a prostitution ring that operated mostly in Bonita Springs and Lee County  Some of the victims met Ned through the Internet and were provided narcotics in exchange for being prostitutes 
13,Notrelated,While the executive MGMT is highly professional midlevel MGMT and supervisors lack such characteristics They do not maintain confidentiality of performance issues and gossip about their staff They provide inconsistent aid to frontline associates work The 40 discount at the restaurant is barely used because of restaurant rules which make us jump through hoops to place an order Why the difficulty 
1098,Adult,The defendants engaged in a conspiracy the object of which was to knowingly recruit entice harbor transport provide and obtain adult and minor females and to benefit financially The defendants posted advertisements for prostitution on Craigslist then arranged for transportation of victims and collected the proceeds 
832,Minor,Webster ran escort services which were actually a prostitution ring where both underaged women and women over 18 would engage in acts of prostitution  Webster would also provide drugs to the women and keep them addicted as well as physically abuse the women
371,Labor,A family promised a 14yearold Mexican girl the ability to go to high school in the United States and after smuggling her into the United States using a Coyote they forced her to work at factory kitchens to make the family money
19,Notrelated, very disorganized  only concerned about numbers Extremely cookie cutter type company  doesnt embrace individuality This is the type of company that immediately jumps to firing rather then trying to retain the employee  they also staff their properties very thindo not work for one of their properties unless you want to be juggling 56 different titles with no help or training  micro manager even from a distance EverythingI mean everything has to go thru them down to doing a office supply order They want to be copied on everything which shows lack of trust to property management  employees I would not recommend working for one of their properties
429,Minor,The defendant known as Linda Weston used cunning trickery force and coercion to get mentally disabled people to designate her as their caretaker which allowed the defendant to illegally collect about 212000 in Social Security payments over 10 years  While Linda Weston was legally  designated as the victims caretaker the victims were kept in inhumane conditions  Many victims were kept in cages and often deprived of food and medical care  The living conditions were so severe that at least two women died  Some of the victims were forced into prostitution  Victims included mentally disabled minors who were also held in inhumane conditions starved and often beaten   
919,Minor,Defendants smuggled two minor females and one adult female across the USMexico border to San Antonio  Stephens and Gereb were business partners working with the Ochoas and intended to use the victims through escort services or massage parlors for the purpose of prostitution
113,Notrelated,Worked there for over two years and dealt with terrible management from begining to end No guidance from management most of them have no knowledge of the Feild they are in charge of so many communication issues between departments Always behind schedule very disorganized and you get no support form any team members Extremely frustrating place to work
653,Minor,Defendant Hampton pimped a 14 year old runaway girl as well as other young women He had the victims post ads on Craigslist and prostitute themselves on the streets Hampton also forced them to deliver and package cocaine and crack to customers Hampton threatened and used violence to keep control of the victims
1294,Adult,Defendants smuggled two minor females and one adult female across the USMexico border to San Antonio  Stephens and Gereb were business partners working with the Ochoas and intended to use the victims through escort services or massage parlors for the purpose of prostitution
217,Notrelated,Very minimal training because the managers do not know what to train rather let the hired candidate to dive in and survive Change to get promotion is very slim unless one knows how to personally make HR happy to receive endorsement from her Managers due to lack of skill set  do not represent his employees instead trying to make upper management happy by numbers at the end of the day HR tries to involve to far into hiring and promotion process and disregarded the input of hiring manager Employees are asked to perform unrealistic goal then being excused for not qualifying a promotion due to failing to achieve the ridiculous goal Recognitions are not recognized by direct manager but instead coming from how to make upper management personally happy Stay low to keep trouble away and survive
1230,Adult,The codefendants son and mother coerced victims one being a minor who was recruited on Facebook at 14 in 2010 to engage in commercial sex acts Davis would frequently threaten the victims with his firearm The defendants forced the victims to take sexually explicit photos so they could use them as advertisements online 
1023,Minor,Parks 54  brought come of his stable of women and girls from Columbus OH to St Charles MO for purposes of prostitution Police were able to track the cell phone of the runaway to the location area 
413,Labor,Defendants forced two Vietnamese women to work in nail salons and enter into sham marriages Phan recruited the victims by telling their families that they would pay for the womens immigration papers and travel to the US in exchange for the women working in her nail salon After arriving in the US Phan forced the women to live in her home where they were made to sleep on the floor and cook and clean Phan coerced the women into working long hours at the nail salon by withholding their documents and money and threatening them with jail if they told anyone what was happening to them
298,Notrelated,They dont pay management and if you stay youll never get a raise
296,Notrelated,Work to pleasure ratio Upper management does not assist with individual shops Flawed financial reporting system Confusion between bossesmixed messages Upper management gossips to hourly staff Complete lack of credit for ideas Shady cash handling by CEO at festivals Non realistic bonus structure Equipment left in shambles Never repaired
552,Minor,Defendants transported the victims a 15year old girl and an adult woman to Detroit Michigan from Cleveland Ohio for the purposes of engaging in prostitution both in strip clubs and on the street Both men also sexually assaulted the juvenile victim 
1364,Adult,The defendant forced five victims four of whom were minors to engage in commercial sex acts The defendant forced the victims to call him Daddy 
961,Minor,The defendant forced five minor victims to engage in commercial sex acts The defendant would often drug and threaten the victims sometimes even brandishing a gun 
1369,Adult,The defendant forced two victims to engage in commercial sex acts The defendant frequently beat the victims  The defendant had previously pleaded guilty for forcing two minor victims to engage in commercial sex acts 
92,Notrelated,Total discrimination Only white folks can get promoted even if they do not have the qualifications for the job Non Whites have to work the hardest with the longest hours and remain on the lowest pay scales Non whites cannot expect a promotion Promotions are only for whitesnan
350,Labor,The defendants a couple made arrangements with a Nigerian woman to work for them as a nanny for 100 a month The couple falsified numerous details for the documents to obtain a VISA to travel to the US  Upon arrival the victims passport was confiscated She was repeatedly forced to work 20 hours a day She was often physically and verbally abused by the defendants when they felt she was not working hard enough She was not paid once within the two year period and was denied basic medical care
554,Minor,The defendant forced minor victims aged thirteen to seventeen years old to engage in commercial sex acts The defendant forced some of the victims to live with his mother so that they could not interact with others and escape The defendant was frequently violent with the victims at one point bounding a victim and locking her in the attic for an extended period 
1231,Adult,Members of the organization known as the Oceanside Crips a division of the nation wide street gang known as the Crips engaged in a variety of illegal activities including the trafficking of women both under and above the age of eighteen  Along with 38 individuals one LLC was indicted
1135,Adult,The defendants conspired to and recruited sometimes kidnapped women and forced them to dance and engage in prostitution in bars motels and homes in and around Atlanta Georgia  The women were recruited through physical force by paying legal fines or bail for them and by using false pretenses  In addition the defendants would sexually abuse the women keep all of their earnings and charge them for breaking rules such as oversleeping or eating  Thus the defendants kept the women by means of an ever growing debt they owed  The victims experienced severe sexual abuse and mental abuse    
